Date,Price,Comp
2015-01-02,109.330002,AAPL
2015-01-05,106.25,AAPL
2015-01-06,106.260002,AAPL
2015-01-07,107.75,AAPL
2015-01-08,111.889999,AAPL
2015-01-09,112.010002,AAPL
2015-01-12,109.25,AAPL
2015-01-13,110.220001,AAPL
2015-01-14,109.800003,AAPL
2015-01-15,106.82,AAPL
2015-01-16,105.989998,AAPL
2015-01-20,108.720001,AAPL
2015-01-21,109.550003,AAPL
2015-01-22,112.400002,AAPL
2015-01-23,112.980003,AAPL
2015-01-26,113.099998,AAPL
2015-01-27,109.139999,AAPL
2015-01-28,115.309998,AAPL
2015-01-29,118.900002,AAPL
2015-01-30,117.160004,AAPL
2015-02-02,118.629997,AAPL
2015-02-03,118.650002,AAPL
2015-02-04,119.559998,AAPL
2015-02-05,119.940002,AAPL
2015-02-06,118.93,AAPL
2015-02-09,119.720001,AAPL
2015-02-10,122.019997,AAPL
2015-02-11,124.879997,AAPL
2015-02-12,126.459999,AAPL
2015-02-13,127.080002,AAPL
2015-02-17,127.830002,AAPL
2015-02-18,128.720001,AAPL
2015-02-19,128.449997,AAPL
2015-02-20,129.5,AAPL
2015-02-23,133,AAPL
2015-02-24,132.169998,AAPL
2015-02-25,128.789993,AAPL
2015-02-26,130.419998,AAPL
2015-02-27,128.460007,AAPL
2015-03-02,129.089996,AAPL
2015-03-03,129.360001,AAPL
2015-03-04,128.539993,AAPL
2015-03-05,126.410004,AAPL
2015-03-06,126.599998,AAPL
2015-03-09,127.139999,AAPL
2015-03-10,124.510002,AAPL
2015-03-11,122.239998,AAPL
2015-03-12,124.449997,AAPL
2015-03-13,123.589996,AAPL
2015-03-16,124.949997,AAPL
2015-03-17,127.040001,AAPL
2015-03-18,128.470001,AAPL
2015-03-19,127.5,AAPL
2015-03-20,125.900002,AAPL
2015-03-23,127.209999,AAPL
2015-03-24,126.690002,AAPL
2015-03-25,123.379997,AAPL
2015-03-26,124.239998,AAPL
2015-03-27,123.25,AAPL
2015-03-30,126.370003,AAPL
2015-03-31,124.43,AAPL
2015-04-01,124.25,AAPL
2015-04-02,125.32,AAPL
2015-04-06,127.349998,AAPL
2015-04-07,126.010002,AAPL
2015-04-08,125.599998,AAPL
2015-04-09,126.559998,AAPL
2015-04-10,127.099998,AAPL
2015-04-13,126.849998,AAPL
2015-04-14,126.300003,AAPL
2015-04-15,126.779999,AAPL
2015-04-16,126.169998,AAPL
2015-04-17,124.75,AAPL
2015-04-20,127.599998,AAPL
2015-04-21,126.910004,AAPL
2015-04-22,128.619995,AAPL
2015-04-23,129.669998,AAPL
2015-04-24,130.279999,AAPL
2015-04-27,132.649994,AAPL
2015-04-28,130.559998,AAPL
2015-04-29,128.639999,AAPL
2015-04-30,125.150002,AAPL
2015-05-01,128.949997,AAPL
2015-05-04,128.699997,AAPL
2015-05-05,125.800003,AAPL
2015-05-06,125.010002,AAPL
2015-05-07,125.260002,AAPL
2015-05-08,127.620003,AAPL
2015-05-11,126.32,AAPL
2015-05-12,125.870003,AAPL
2015-05-13,126.010002,AAPL
2015-05-14,128.949997,AAPL
2015-05-15,128.770004,AAPL
2015-05-18,130.190002,AAPL
2015-05-19,130.070007,AAPL
2015-05-20,130.059998,AAPL
2015-05-21,131.389999,AAPL
2015-05-22,132.539993,AAPL
2015-05-26,129.619995,AAPL
2015-05-27,132.039993,AAPL
2015-05-28,131.779999,AAPL
2015-05-29,130.279999,AAPL
2015-06-01,130.539993,AAPL
2015-06-02,129.960007,AAPL
2015-06-03,130.119995,AAPL
2015-06-04,129.360001,AAPL
2015-06-05,128.649994,AAPL
2015-06-08,127.800003,AAPL
2015-06-09,127.419998,AAPL
2015-06-10,128.880005,AAPL
2015-06-11,128.589996,AAPL
2015-06-12,127.169998,AAPL
2015-06-15,126.919998,AAPL
2015-06-16,127.599998,AAPL
2015-06-17,127.300003,AAPL
2015-06-18,127.879997,AAPL
2015-06-19,126.599998,AAPL
2015-06-22,127.610001,AAPL
2015-06-23,127.029999,AAPL
2015-06-24,128.110001,AAPL
2015-06-25,127.5,AAPL
2015-06-26,126.75,AAPL
2015-06-29,124.529999,AAPL
2015-06-30,125.43,AAPL
2015-07-01,126.599998,AAPL
2015-07-02,126.440002,AAPL
2015-07-06,126,AAPL
2015-07-07,125.690002,AAPL
2015-07-08,122.57,AAPL
2015-07-09,120.07,AAPL
2015-07-10,123.279999,AAPL
2015-07-13,125.660004,AAPL
2015-07-14,125.610001,AAPL
2015-07-15,126.82,AAPL
2015-07-16,128.509995,AAPL
2015-07-17,129.619995,AAPL
2015-07-20,132.070007,AAPL
2015-07-21,130.75,AAPL
2015-07-22,125.220001,AAPL
2015-07-23,125.160004,AAPL
2015-07-24,124.5,AAPL
2015-07-27,122.769997,AAPL
2015-07-28,123.379997,AAPL
2015-07-29,122.989998,AAPL
2015-07-30,122.370003,AAPL
2015-07-31,121.300003,AAPL
2015-08-03,118.440002,AAPL
2015-08-04,114.639999,AAPL
2015-08-05,115.400002,AAPL
2015-08-06,115.129997,AAPL
2015-08-07,115.519997,AAPL
2015-08-10,119.720001,AAPL
2015-08-11,113.489998,AAPL
2015-08-12,115.239998,AAPL
2015-08-13,115.150002,AAPL
2015-08-14,115.959999,AAPL
2015-08-17,117.160004,AAPL
2015-08-18,116.5,AAPL
2015-08-19,115.010002,AAPL
2015-08-20,112.650002,AAPL
2015-08-21,105.760002,AAPL
2015-08-24,103.120003,AAPL
2015-08-25,103.739998,AAPL
